left_arrangement	left_book	left_chapter	left_verses	right_arrangement	right_book	right_chapter	right_verses	relation	left_opening	right_opening	note
greek	Ecclus	41	1-24	world-english-catholic	Ecclus	41	1-24	one-to-one	o death how bitter is the remembrance	o death how bitter is the memory	
greek	Ecclus	42	1-25	world-english-catholic	Ecclus	42	1-25	one-to-one	of these things be not ashamed and	don t be ashamed of these things	
greek	Ecclus	43	1-33	world-english-catholic	Ecclus	43	1-33	one-to-one	the pride of the height is the	the pride of the heavenly heights is	
greek	Ecclus	44	1-23	world-english-catholic	Ecclus	44	1-23	one-to-one	let us now praise famous men and	let us now praise famous men our	
greek	Ecclus	45	1-26	world-english-catholic	Ecclus	45	1-26	one-to-one	and he brought out of him a	he brought out of him a man	
greek	Ecclus	46	1-20	world-english-catholic	Ecclus	46	1-20	one-to-one	joshua the son of nun was valiant	joshua the son of nun was valiant	
greek	Ecclus	47	1-25	world-english-catholic	Ecclus	47	1-25	one-to-one	and after him rose up nathan to	after him nathan rose up to prophesy	
greek	Ecclus	48	1-25	world-english-catholic	Ecclus	48	1-25	one-to-one	also there arose elijah the prophet as	then elijah arose the prophet like fire	
greek	Ecclus	49	1-16	world-english-catholic	Ecclus	49	1-16	one-to-one	the memorial of josiah is like the	the memory of josiah is like the	
greek	Ecclus	50	1-29	world-english-catholic	Ecclus	50	1-29	one-to-one	it was simon the son of onias	it was simon the son of onias	
greek	Ecclus	51	1-30	world-english-catholic	Ecclus	51	1-30	one-to-one	i will give thanks unto thee o	i will give thanks to you o	
greek	Esth	1	1	world-english-catholic	Esth	1	1	not-recorded	now it came to pass in the		this edition prints the whole of addition A inside its 1:1, so no number here addresses a verse of it
greek	Esth	1	2-22	world-english-catholic	Esth	1	2-22	one-to-one	that in those days when the king	in those days when king ahasuerus was	
greek	Esth	2	1-23	world-english-catholic	Esth	2	1-23	one-to-one	after these things when the wrath of	after this the king s anger was	
greek	Esth	3	1-12	world-english-catholic	Esth	3	1-12	one-to-one	after these things did king ahasuerus promote	after this king ahasuerus highly honored haman	
greek	Esth	3	13	world-english-catholic	Esth	3	13	not-recorded	and letters were sent by posts into		this edition prints the whole of addition B inside its 3:13
greek	Esth	3	14-15	world-english-catholic	Esth	3	14-15	one-to-one	a copy of the writing that the	copies of the letters were published in	
greek	Esth	4	1-5	world-english-catholic	Esth	4	1-5	one-to-one	now when mordecai knew all that was	but mordecai having perceived what was done	
greek	Esth	4	6	world-english-catholic				absent-right	so hathach went forth to mordecai unto		this edition does not print Esther 4:6
greek	Esth	4	7-17	world-english-catholic	Esth	4	7-17	one-to-one	and mordecai told him of all that	mordecai showed him what was done and	
greek	EsthGr	13	8-18	world-english-catholic	Esth	4	18-28	one-to-one	then mardocheus made his prayer unto the	he prayed to the lord making mention	Mardochai's prayer stands at its narrative place here, numbered straight on from 4:17
greek	EsthGr	14	1-19	world-english-catholic	Esth	4	29-47	one-to-one	queen esther also being seized as it	and queen esther took refuge in the	Esther's prayer, likewise
greek	Esth	5	1-2	world-english-catholic	Esth	5	1-2	not-recorded	now it came to pass on the		this edition prints the whole of addition D inside its 5:1 and 5:2
greek	Esth	5	3-14	world-english-catholic	Esth	5	3-14	one-to-one	then said the king unto her what	the king said what do you desire	
greek	Esth	6	1-14	world-english-catholic	Esth	6	1-14	one-to-one	on that night could not the king	the lord removed sleep from the king	
greek	Esth	7	1-10	world-english-catholic	Esth	7	1-10	one-to-one	so the king and haman came to	so the king and haman went in	
greek	Esth	8	1-12	world-english-catholic	Esth	8	1-12	one-to-one	on that day did the king ahasuerus	on that day king ahasuerus gave to	
greek	Esth	8	13	world-english-catholic	Esth	8	13	not-recorded	a copy of the writing that the		this edition prints the whole of addition E inside its 8:13
greek	Esth	8	14-17	world-english-catholic	Esth	8	14-17	one-to-one	so the posts that rode upon swift	so the horsemen went forth with haste	
greek	Esth	9	1-4	world-english-catholic	Esth	9	1-4	one-to-one	now in the twelfth month which is	now in the twelfth month on the	
greek	Esth	9	5	world-english-catholic				absent-right	and the jews smote all their enemies		this edition does not print Esther 9:5
greek	Esth	9	6-29	world-english-catholic	Esth	9	6-29	one-to-one	and in shushan the palace the jews	in the city susa the jews killed	
greek	Esth	9	30	world-english-catholic				absent-right	and he sent letters unto all the		this edition does not print Esther 9:30
greek	Esth	9	31-32	world-english-catholic	Esth	9	31-32	one-to-one	to confirm these days of purim in	mordecai and esther the queen established this	
greek	Esth	10	1-3	world-english-catholic	Esth	10	1-3	one-to-one	and the king ahasuerus laid a tribute	the king levied a tax upon his	
greek	EsthGr	10	4-13	world-english-catholic	Esth	10	4-13	one-to-one	then mardocheus said these things are of	mordecai said these things have come from	
greek	EsthGr	11	1	world-english-catholic	Esth	10	14	one-to-one	in the fourth year of the reign	in the fourth year of the reign	the colophon closes the book here rather than opening the appendix
greek	EsthGr	11	2-12	world-english-catholic				not-recorded	in the second year of the reign		addition A stands inside this edition's Esther 1:1 and has no number of its own
greek	EsthGr	12	1-6	world-english-catholic				not-recorded	and mardocheus took his rest in the		addition A, as above
greek	EsthGr	13	1-7	world-english-catholic				not-recorded	now this is the copy of the		addition B stands inside this edition's Esther 3:13 and has no number of its own
greek	EsthGr	15	1-16	world-english-catholic				not-recorded	and upon the third day when she		addition D stands inside this edition's Esther 5:1 and 5:2
greek	EsthGr	16	1-24	world-english-catholic				not-recorded	the great king artaxerxes unto the governors		addition E stands inside this edition's Esther 8:13
